RedemptionID,CustomerID,UsedCouponID,DiscountAmount,RedemptionDate
REDDEDXXID2885,CUSTIDXX-32146,D13PD0N6,26,2020-06-12
REDDEDXXID2886,CUSTIDXX-45888,6235I0XI,125,2023-10-20
REDDEDXXID2887,CUSTIDXX-35876,CUCUXU7D,9,2019-06-30
REDDEDXXID2888,CUSTIDXX-78347,8NN34275,115,2021-04-26
REDDEDXXID2889,CUSTIDXX-99338,81U1NI51,159,2024-03-21
REDDEDXXID2890,CUSTIDXX-53436,C46NU0NP,143,2018-06-08
REDDEDXXID2891,CUSTIDXX-95896,0XUPXCNC,75,2020-06-13
REDDEDXXID2892,CUSTIDXX-22926,89XCX416,163,2022-06-17
REDDEDXXID2893,CUSTIDXX-60409,XX2X6P71,39,2020-02-03
REDDEDXXID2894,CUSTIDXX-84920,9X5X2280,52,2021-10-26
REDDEDXXID2895,CUSTIDXX-10476,982X6U63,87,2020-12-29
REDDEDXXID2896,CUSTIDXX-15785,0NC8P272,31,2022-09-05
REDDEDXXID2897,CUSTIDXX-12671,2X70UXUN,177,2021-10-23
REDDEDXXID2898,CUSTIDXX-52627,C26UCNDU,60,2020-05-13
REDDEDXXID2899,CUSTIDXX-83138,IN67XPX2,139,2020-06-23
REDDEDXXID2900,CUSTIDXX-98309,U63PN681,23,2022-09-24
REDDEDXXID2901,CUSTIDXX-53885,5PC86NU7,50,2020-09-07
REDDEDXXID2902,CUSTIDXX-45925,9NX48NC2,109,2021-04-21
REDDEDXXID2903,CUSTIDXX-57686,D7D99XXI,165,2021-04-08
REDDEDXXID2904,CUSTIDXX-13441,02X3I16C,26,2023-03-12
REDDEDXXID2905,CUSTIDXX-13149,DCXXI253,182,2023-09-29
REDDEDXXID2906,CUSTIDXX-34737,544XUIIU,109,2021-01-11
REDDEDXXID2907,CUSTIDXX-47192,N8XC11X2,17,2024-03-08
REDDEDXXID2908,CUSTIDXX-53379,XD90N5P5,126,2018-04-24
REDDEDXXID2909,CUSTIDXX-92833,I75D3D49,132,2020-06-09
REDDEDXXID2910,CUSTIDXX-75728,C1DXX1X0,130,2020-12-18
REDDEDXXID2911,CUSTIDXX-80308,2768077D,142,2023-05-10
REDDEDXXID2912,CUSTIDXX-4525,U872XI91,190,2019-07-03
REDDEDXXID2913,CUSTIDXX-91426,UNCDXX46,138,2020-01-20
REDDEDXXID2914,CUSTIDXX-82730,NUX0C541,24,2018-05-30
REDDEDXXID2915,CUSTIDXX-23704,68XXN92D,155,2019-06-16
REDDEDXXID2916,CUSTIDXX-8171,I22ID441,193,2018-05-02
REDDEDXXID2917,CUSTIDXX-51574,XN4571D3,55,2020-04-05
REDDEDXXID2918,CUSTIDXX-97760,86CNP4XX,167,2022-12-19
REDDEDXXID2919,CUSTIDXX-85361,4PDC6102,88,2019-09-04
REDDEDXXID2920,CUSTIDXX-33596,PX35N597,198,2023-05-09
REDDEDXXID2921,CUSTIDXX-61855,6P5C59XU,158,2018-08-21
REDDEDXXID2922,CUSTIDXX-25505,0X27XN2P,39,2018-06-22
REDDEDXXID2923,CUSTIDXX-18999,127X9X8U,48,2023-11-10
REDDEDXXID2924,CUSTIDXX-43484,686632N6,185,2021-03-15
REDDEDXXID2925,CUSTIDXX-35758,45I1C5I8,61,2022-10-24
REDDEDXXID2926,CUSTIDXX-24164,IX367C0P,167,2019-01-25
REDDEDXXID2927,CUSTIDXX-71695,31IX1CX1,175,2019-11-15
REDDEDXXID2928,CUSTIDXX-91065,D232X37D,190,2021-04-25
REDDEDXXID2929,CUSTIDXX-66895,XX8490PP,30,2023-04-29
REDDEDXXID2930,CUSTIDXX-20519,8D7C0C3U,34,2020-12-02
REDDEDXXID2931,CUSTIDXX-43004,CNP78I98,28,2020-03-16
REDDEDXXID2932,CUSTIDXX-25969,31CP0P07,43,2020-09-10
REDDEDXXID2933,CUSTIDXX-57746,N83X1I00,139,2022-06-07
REDDEDXXID2934,CUSTIDXX-1269,N9NP64DU,103,2022-07-26
REDDEDXXID2935,CUSTIDXX-64297,X281P76C,90,2018-05-03
REDDEDXXID2936,CUSTIDXX-3041,2305N34I,52,2023-01-01
REDDEDXXID2937,CUSTIDXX-19130,XXI38D09,175,2021-06-22
REDDEDXXID2938,CUSTIDXX-4448,5II4P33I,105,2021-09-01
REDDEDXXID2939,CUSTIDXX-25518,X737PX49,75,2018-09-20
REDDEDXXID2940,CUSTIDXX-20559,05ND4XU2,108,2020-02-29
REDDEDXXID2941,CUSTIDXX-84000,P82C7N2P,50,2019-12-18
REDDEDXXID2942,CUSTIDXX-52351,51P20C37,34,2020-04-15
REDDEDXXID2943,CUSTIDXX-73549,5NPD1383,72,2020-01-06
REDDEDXXID2944,CUSTIDXX-41157,53D9X53N,39,2020-06-30
REDDEDXXID2945,CUSTIDXX-73846,NCNI66DX,170,2020-08-06
REDDEDXXID2946,CUSTIDXX-50572,4NIU5X7N,75,2023-03-16
REDDEDXXID2947,CUSTIDXX-66989,I35N77X3,80,2023-03-21
REDDEDXXID2948,CUSTIDXX-37232,5400XN1X,95,2023-03-17
REDDEDXXID2949,CUSTIDXX-45947,NP0PX632,197,2019-06-21
REDDEDXXID2950,CUSTIDXX-97573,5DX12180,12,2022-04-21
REDDEDXXID2951,CUSTIDXX-63858,CI9U8I10,100,2019-09-25
REDDEDXXID2952,CUSTIDXX-61819,306101I1,65,2024-01-06
REDDEDXXID2953,CUSTIDXX-43176,1PC7N35C,166,2019-12-03
REDDEDXXID2954,CUSTIDXX-9004,31PXXX14,134,2019-01-19
REDDEDXXID2955,CUSTIDXX-81944,7PUXC760,10,2021-08-20
REDDEDXXID2956,CUSTIDXX-4869,U19072X2,198,2022-04-29
REDDEDXXID2957,CUSTIDXX-9838,UC000443,97,2024-03-01
REDDEDXXID2958,CUSTIDXX-56163,XC490I99,45,2021-05-20
REDDEDXXID2959,CUSTIDXX-2172,6D368CXN,71,2021-04-19
REDDEDXXID2960,CUSTIDXX-21345,1I3607P3,71,2019-05-05
REDDEDXXID2961,CUSTIDXX-8067,C6NU979U,121,2023-06-06
REDDEDXXID2962,CUSTIDXX-56009,I8P3XND7,173,2020-04-01
REDDEDXXID2963,CUSTIDXX-71818,XC28I57N,53,2019-07-08
REDDEDXXID2964,CUSTIDXX-48752,091D4509,26,2018-08-29
REDDEDXXID2965,CUSTIDXX-21823,96IDPU42,99,2021-09-26
REDDEDXXID2966,CUSTIDXX-34153,2XXX2DUP,83,2021-06-21
REDDEDXXID2967,CUSTIDXX-78527,79X115P6,194,2023-11-16
REDDEDXXID2968,CUSTIDXX-73235,84PXI71N,160,2021-02-23
REDDEDXXID2969,CUSTIDXX-47954,C09CX238,9,2020-07-08
REDDEDXXID2970,CUSTIDXX-65158,36IDP1XI,64,2020-10-02
REDDEDXXID2971,CUSTIDXX-5636,N1U146UX,170,2024-01-30
REDDEDXXID2972,CUSTIDXX-72978,2C1U110X,172,2021-05-08
REDDEDXXID2973,CUSTIDXX-53904,DI89X0CC,94,2019-04-27
REDDEDXXID2974,CUSTIDXX-14139,17U28N47,107,2020-11-07
REDDEDXXID2975,CUSTIDXX-47802,X450CDPU,44,2024-02-14
REDDEDXXID2976,CUSTIDXX-49112,5U6D6UI5,124,2021-04-27
REDDEDXXID2977,CUSTIDXX-30829,I0XPN4D6,5,2023-04-01
REDDEDXXID2978,CUSTIDXX-86714,XP526D6C,41,2023-01-30
REDDEDXXID2979,CUSTIDXX-60910,N0X5XIN4,72,2022-06-09
REDDEDXXID2980,CUSTIDXX-97403,XNP6D025,41,2023-09-23
REDDEDXXID2981,CUSTIDXX-56205,47897IC1,148,2021-04-17
REDDEDXXID2982,CUSTIDXX-25121,6482XC17,20,2022-08-24
REDDEDXXID2983,CUSTIDXX-40269,P3PN0CX5,64,2023-05-27
REDDEDXXID2984,CUSTIDXX-48367,PPX0CI6U,64,2018-08-12
REDDEDXXID2985,CUSTIDXX-70210,16X38C26,91,2018-11-14
REDDEDXXID2986,CUSTIDXX-96094,U1X10030,194,2021-03-09
REDDEDXXID2987,CUSTIDXX-50333,P34CCN87,10,2021-08-25
REDDEDXXID2988,CUSTIDXX-16859,15I15U79,137,2019-07-16
REDDEDXXID2989,CUSTIDXX-67556,D95II39X,152,2021-11-21
REDDEDXXID2990,CUSTIDXX-34865,C8X394PX,13,2018-12-11
REDDEDXXID2991,CUSTIDXX-6475,DUX81399,97,2022-08-22
REDDEDXXID2992,CUSTIDXX-48684,4C9PNXI5,179,2020-06-02
REDDEDXXID2993,CUSTIDXX-1105,7PU8PIIU,75,2021-12-05
REDDEDXXID2994,CUSTIDXX-73735,UP0XIX1X,108,2020-01-13
REDDEDXXID2995,CUSTIDXX-78176,1XC9848X,68,2020-03-11
REDDEDXXID2996,CUSTIDXX-63124,01NCCNDP,81,2020-12-01
REDDEDXXID2997,CUSTIDXX-75471,XD5185PD,137,2020-10-06
REDDEDXXID2998,CUSTIDXX-18225,UUCXCUN8,189,2019-06-02
REDDEDXXID2999,CUSTIDXX-69383,40N1656X,117,2018-12-31
REDDEDXXID3000,CUSTIDXX-93879,XU5N6088,80,2021-12-04
REDDEDXXID3001,CUSTIDXX-95851,CXUXP91C,128,2021-08-22
REDDEDXXID3002,CUSTIDXX-28624,92D02854,70,2018-04-25
REDDEDXXID3003,CUSTIDXX-29269,U2061C6X,59,2020-07-06
REDDEDXXID3004,CUSTIDXX-42124,6XP6CIX4,194,2023-05-28
REDDEDXXID3005,CUSTIDXX-7211,6I7X1583,114,2018-10-23
REDDEDXXID3006,CUSTIDXX-24305,XP1N0NPU,126,2019-04-19
REDDEDXXID3007,CUSTIDXX-86478,CX2C34X4,79,2022-01-02
REDDEDXXID3008,CUSTIDXX-8142,D482DCU1,56,2019-06-02
REDDEDXXID3009,CUSTIDXX-60496,469PDD73,125,2022-03-18
REDDEDXXID3010,CUSTIDXX-51792,1X5009XC,76,2023-08-02
REDDEDXXID3011,CUSTIDXX-67614,147U64UN,198,2022-03-02
REDDEDXXID3012,CUSTIDXX-10618,ID323I64,159,2021-04-02
REDDEDXXID3013,CUSTIDXX-67802,235XPUC4,15,2022-06-01
REDDEDXXID3014,CUSTIDXX-78083,N91U0P0N,47,2023-04-23
REDDEDXXID3015,CUSTIDXX-95378,5689N39N,124,2021-07-04
REDDEDXXID3016,CUSTIDXX-68915,8X969605,98,2019-04-21
REDDEDXXID3017,CUSTIDXX-81888,27CN6N0C,154,2020-03-01
REDDEDXXID3018,CUSTIDXX-30090,610DU3XX,196,2024-02-22
REDDEDXXID3019,CUSTIDXX-7458,X9N2XCIX,10,2022-04-14
REDDEDXXID3020,CUSTIDXX-89356,0X26651C,58,2023-07-05
REDDEDXXID3021,CUSTIDXX-57943,35X10752,77,2021-06-11
REDDEDXXID3022,CUSTIDXX-52349,85UPPD99,29,2018-09-09
REDDEDXXID3023,CUSTIDXX-11672,321N5C80,128,2022-01-05
REDDEDXXID3024,CUSTIDXX-224,3U727CNI,131,2023-06-12
REDDEDXXID3025,CUSTIDXX-87599,8IC3XXI4,84,2021-05-16
REDDEDXXID3026,CUSTIDXX-15341,7UXIN972,125,2018-03-28
REDDEDXXID3027,CUSTIDXX-12483,IU36CI8P,134,2021-12-13
REDDEDXXID3028,CUSTIDXX-43770,1U44826D,103,2021-08-29
REDDEDXXID3029,CUSTIDXX-19928,X3U25X85,164,2021-08-06
REDDEDXXID3030,CUSTIDXX-22728,706453II,49,2022-07-31
REDDEDXXID3031,CUSTIDXX-29938,XX75DX14,92,2021-12-01
REDDEDXXID3032,CUSTIDXX-22452,7NI0D151,155,2023-02-01
REDDEDXXID3033,CUSTIDXX-61693,5XNX93I9,160,2023-06-17
REDDEDXXID3034,CUSTIDXX-67256,P4C601IP,157,2022-09-01
REDDEDXXID3035,CUSTIDXX-45784,860NDI5I,181,2020-08-04
REDDEDXXID3036,CUSTIDXX-85962,PI4920C0,112,2024-03-21
REDDEDXXID3037,CUSTIDXX-3974,I6U74PX3,124,2023-03-21
REDDEDXXID3038,CUSTIDXX-35202,8C19X8U7,186,2021-06-20
REDDEDXXID3039,CUSTIDXX-92663,4D1CI63X,176,2023-08-15
REDDEDXXID3040,CUSTIDXX-63195,3IUX19DN,47,2022-06-29
REDDEDXXID3041,CUSTIDXX-68299,1592P427,58,2020-06-05
REDDEDXXID3042,CUSTIDXX-48671,15026831,26,2018-08-01
REDDEDXXID3043,CUSTIDXX-6015,UCNXXXX4,120,2021-03-25
REDDEDXXID3044,CUSTIDXX-18354,091XPC9N,68,2021-05-31
REDDEDXXID3045,CUSTIDXX-3568,84CNX16C,130,2021-11-14
REDDEDXXID3046,CUSTIDXX-36385,8X22704I,114,2019-09-13
REDDEDXXID3047,CUSTIDXX-32311,421N7X56,184,2018-04-15
REDDEDXXID3048,CUSTIDXX-30448,0P20N5X4,152,2021-04-26
REDDEDXXID3049,CUSTIDXX-31499,3NN1D7D8,132,2020-10-03
REDDEDXXID3050,CUSTIDXX-94366,7DX13065,23,2020-05-24
REDDEDXXID3051,CUSTIDXX-2311,XUP5NX70,71,2021-06-17
REDDEDXXID3052,CUSTIDXX-5724,X47X303P,30,2021-03-14
REDDEDXXID3053,CUSTIDXX-87665,1UUP7X27,133,2020-03-25
REDDEDXXID3054,CUSTIDXX-85787,158NIP9X,24,2022-11-09
REDDEDXXID3055,CUSTIDXX-94787,365X9452,184,2023-08-26
REDDEDXXID3056,CUSTIDXX-94954,NN02NCX1,186,2020-01-28
REDDEDXXID3057,CUSTIDXX-74846,I0XU3P0X,95,2019-09-07
REDDEDXXID3058,CUSTIDXX-5053,125C8D3X,91,2023-02-02
REDDEDXXID3059,CUSTIDXX-49329,X2P2IXUX,29,2021-10-26
REDDEDXXID3060,CUSTIDXX-36890,0IXU095C,47,2023-11-10
REDDEDXXID3061,CUSTIDXX-20856,7532X51P,59,2021-11-17
REDDEDXXID3062,CUSTIDXX-59771,82N7XN19,21,2020-12-15
REDDEDXXID3063,CUSTIDXX-90348,U3UN933D,154,2022-08-21
REDDEDXXID3064,CUSTIDXX-71273,489C96PD,36,2021-06-30
REDDEDXXID3065,CUSTIDXX-422,75DDI1XC,174,2020-09-30
REDDEDXXID3066,CUSTIDXX-47102,P087D839,84,2022-02-28
REDDEDXXID3067,CUSTIDXX-63814,P509382N,32,2019-02-12
REDDEDXXID3068,CUSTIDXX-71325,PX25D160,23,2019-10-15
REDDEDXXID3069,CUSTIDXX-31119,CP14CIUU,58,2023-09-16
REDDEDXXID3070,CUSTIDXX-60590,74U53X0X,112,2023-01-03
REDDEDXXID3071,CUSTIDXX-3849,U4U813CX,190,2022-09-19
REDDEDXXID3072,CUSTIDXX-74584,61146944,9,2019-01-31
REDDEDXXID3073,CUSTIDXX-24035,677N2XIX,132,2018-05-12
REDDEDXXID3074,CUSTIDXX-28426,0X879408,152,2018-05-21
REDDEDXXID3075,CUSTIDXX-18044,PI24I63X,159,2018-12-12
REDDEDXXID3076,CUSTIDXX-5826,6U4UX320,83,2018-12-08
REDDEDXXID3077,CUSTIDXX-40568,83D2C6U4,67,2018-11-08
REDDEDXXID3078,CUSTIDXX-90170,45NUPC06,94,2020-08-09
REDDEDXXID3079,CUSTIDXX-30585,I0CD6035,144,2023-06-10
REDDEDXXID3080,CUSTIDXX-40709,X46632UN,22,2019-03-30
REDDEDXXID3081,CUSTIDXX-42396,9090U8U5,92,2018-10-24
REDDEDXXID3082,CUSTIDXX-4772,3U0D2U59,91,2020-05-24
REDDEDXXID3083,CUSTIDXX-35069,2PX4XXC8,88,2022-09-24
REDDEDXXID3084,CUSTIDXX-19948,DI6559IN,85,2022-01-14
REDDEDXXID3085,CUSTIDXX-94667,PUX0C7X4,62,2019-07-05
REDDEDXXID3086,CUSTIDXX-58432,6832UX36,34,2023-09-21
REDDEDXXID3087,CUSTIDXX-32315,UXIP4X82,9,2018-04-25
REDDEDXXID3088,CUSTIDXX-43282,C2D4PU4X,178,2021-07-10
REDDEDXXID3089,CUSTIDXX-18298,I5DDI68U,138,2018-07-24
REDDEDXXID3090,CUSTIDXX-98048,XPC4D620,90,2023-04-30
REDDEDXXID3091,CUSTIDXX-39755,63058130,31,2023-07-12
REDDEDXXID3092,CUSTIDXX-2005,7D340P45,10,2020-04-03
REDDEDXXID3093,CUSTIDXX-97247,2P268UCC,171,2023-04-20
REDDEDXXID3094,CUSTIDXX-37652,N5N9260P,162,2021-09-09
REDDEDXXID3095,CUSTIDXX-11691,U168CUPU,67,2020-12-11
REDDEDXXID3096,CUSTIDXX-43905,8IC33PPX,78,2018-12-18
REDDEDXXID3097,CUSTIDXX-41857,UU097CN0,106,2019-12-22
REDDEDXXID3098,CUSTIDXX-44892,7282UND2,195,2023-05-01
REDDEDXXID3099,CUSTIDXX-52662,2XP445IU,96,2021-02-21
REDDEDXXID3100,CUSTIDXX-96860,9C146X2X,155,2023-08-20
REDDEDXXID3101,CUSTIDXX-39398,D4665NCX,17,2023-08-19
REDDEDXXID3102,CUSTIDXX-5049,D90DUX8X,163,2023-07-01
REDDEDXXID3103,CUSTIDXX-2412,2XX311ID,157,2020-02-17
REDDEDXXID3104,CUSTIDXX-7764,95D612C4,35,2024-01-01
REDDEDXXID3105,CUSTIDXX-92988,7X8CU018,181,2022-03-23
REDDEDXXID3106,CUSTIDXX-45799,79XD6UU9,199,2021-05-28
REDDEDXXID3107,CUSTIDXX-14878,493745U1,129,2023-07-18
REDDEDXXID3108,CUSTIDXX-66484,8I791759,20,2021-06-05
REDDEDXXID3109,CUSTIDXX-7222,N0C6X4N0,20,2023-04-08
REDDEDXXID3110,CUSTIDXX-36684,975DPX6D,177,2019-09-30
REDDEDXXID3111,CUSTIDXX-44772,NXX2N726,79,2018-11-27
REDDEDXXID3112,CUSTIDXX-31242,P1I1PD70,33,2023-10-23
REDDEDXXID3113,CUSTIDXX-39086,1IID3351,116,2020-09-25
REDDEDXXID3114,CUSTIDXX-8823,IU48IX50,15,2023-01-19
REDDEDXXID3115,CUSTIDXX-21,P8520X5N,125,2021-02-21
REDDEDXXID3116,CUSTIDXX-55902,9CI9144P,187,2018-12-19
REDDEDXXID3117,CUSTIDXX-80247,D0161D6U,52,2019-03-16
REDDEDXXID3118,CUSTIDXX-76061,602XNIP1,106,2023-07-04
REDDEDXXID3119,CUSTIDXX-90340,4079D63D,80,2022-06-03
REDDEDXXID3120,CUSTIDXX-39814,1PDPDX0X,62,2023-04-29
REDDEDXXID3121,CUSTIDXX-44099,UX1259I9,22,2022-04-15
REDDEDXXID3122,CUSTIDXX-75109,4IX4C51X,152,2021-08-05
REDDEDXXID3123,CUSTIDXX-75771,2X352XN6,54,2021-07-18
REDDEDXXID3124,CUSTIDXX-53986,ICUX329X,184,2022-11-30
REDDEDXXID3125,CUSTIDXX-94464,5499UUI3,34,2019-01-20
REDDEDXXID3126,CUSTIDXX-98145,I6CDIPP8,85,2018-04-06
REDDEDXXID3127,CUSTIDXX-74620,D38X4XD7,150,2021-01-21
REDDEDXXID3128,CUSTIDXX-24379,916DX24I,59,2021-04-17
REDDEDXXID3129,CUSTIDXX-6149,XPUIX9X8,199,2024-01-21
REDDEDXXID3130,CUSTIDXX-20217,X0PC8721,194,2021-03-21
REDDEDXXID3131,CUSTIDXX-43601,71UC99U4,25,2019-05-27
REDDEDXXID3132,CUSTIDXX-77356,D9XU1419,146,2021-01-14
REDDEDXXID3133,CUSTIDXX-99602,XXCN8D81,111,2021-07-16
REDDEDXXID3134,CUSTIDXX-50210,268UN0CN,72,2018-11-26
REDDEDXXID3135,CUSTIDXX-56408,X598XX5X,22,2020-05-15
REDDEDXXID3136,CUSTIDXX-34195,6IX64919,61,2020-07-05
REDDEDXXID3137,CUSTIDXX-97701,D0CN8849,52,2023-10-10
REDDEDXXID3138,CUSTIDXX-502,2CX3IDP1,140,2019-08-11
REDDEDXXID3139,CUSTIDXX-83231,XXDI5IXI,48,2018-07-17
REDDEDXXID3140,CUSTIDXX-32145,X03CXX28,15,2018-08-23
REDDEDXXID3141,CUSTIDXX-38532,DU64U1UI,169,2024-01-21
REDDEDXXID3142,CUSTIDXX-6810,D398PCCP,119,2021-07-24
REDDEDXXID3143,CUSTIDXX-28455,P090X194,71,2021-01-31
REDDEDXXID3144,CUSTIDXX-12362,DX2IC60I,161,2019-02-01
REDDEDXXID3145,CUSTIDXX-51972,38031X8X,143,2023-02-24
REDDEDXXID3146,CUSTIDXX-84476,DX7U6006,105,2021-09-29
REDDEDXXID3147,CUSTIDXX-48839,2X3N5NII,151,2018-05-22
REDDEDXXID3148,CUSTIDXX-67495,I99439X2,128,2019-09-05
REDDEDXXID3149,CUSTIDXX-18018,8INPD750,118,2023-05-30
REDDEDXXID3150,CUSTIDXX-8387,626C5D0C,107,2018-11-28
REDDEDXXID3151,CUSTIDXX-96792,C5500NI6,97,2021-07-08
REDDEDXXID3152,CUSTIDXX-93785,47XXI0X7,57,2023-11-23
REDDEDXXID3153,CUSTIDXX-48490,6UD82D85,60,2023-12-23
REDDEDXXID3154,CUSTIDXX-81016,8429UNDI,72,2021-11-09
REDDEDXXID3155,CUSTIDXX-54193,N4197N82,64,2023-04-12
REDDEDXXID3156,CUSTIDXX-57054,CCXXD3PC,56,2018-09-10
REDDEDXXID3157,CUSTIDXX-90500,XDCND262,21,2023-10-31
REDDEDXXID3158,CUSTIDXX-26117,3XNND083,14,2018-11-20
REDDEDXXID3159,CUSTIDXX-94662,IXIX7381,95,2022-03-30
REDDEDXXID3160,CUSTIDXX-44752,XD5I6646,187,2023-05-29
REDDEDXXID3161,CUSTIDXX-44000,XC0CU5D2,57,2023-03-17
REDDEDXXID3162,CUSTIDXX-98516,XC41XX1I,73,2019-03-06
REDDEDXXID3163,CUSTIDXX-95257,6D61U04U,109,2021-01-19
REDDEDXXID3164,CUSTIDXX-96284,3306P8DP,88,2019-07-18
REDDEDXXID3165,CUSTIDXX-17043,D6D64P0P,139,2018-12-10
REDDEDXXID3166,CUSTIDXX-42067,4I908NP7,80,2019-04-21
REDDEDXXID3167,CUSTIDXX-46223,6I7I32C1,70,2022-05-14
REDDEDXXID3168,CUSTIDXX-26820,0NX6UIID,126,2024-03-17
REDDEDXXID3169,CUSTIDXX-89374,5599IN0D,176,2020-03-05
REDDEDXXID3170,CUSTIDXX-18100,94IPXI0D,15,2021-06-29
REDDEDXXID3171,CUSTIDXX-17821,N1XPIUUC,192,2023-02-22
REDDEDXXID3172,CUSTIDXX-79114,4XPXUX80,197,2023-07-19
REDDEDXXID3173,CUSTIDXX-37799,N0X43NC0,28,2018-04-06
REDDEDXXID3174,CUSTIDXX-14760,DXC6C131,118,2023-03-18
REDDEDXXID3175,CUSTIDXX-77922,9XPNCI4C,132,2019-09-23
REDDEDXXID3176,CUSTIDXX-44800,7XC9NX4I,125,2019-07-29
REDDEDXXID3177,CUSTIDXX-11050,P600D35D,79,2019-04-28
REDDEDXXID3178,CUSTIDXX-91023,1CI8C7CX,46,2020-11-26
REDDEDXXID3179,CUSTIDXX-28350,00U03C59,83,2018-05-10
REDDEDXXID3180,CUSTIDXX-15618,X1580N9D,59,2021-12-09
REDDEDXXID3181,CUSTIDXX-28168,DP4D0NXP,42,2019-07-21
REDDEDXXID3182,CUSTIDXX-57330,UXXN43CC,36,2021-12-15
REDDEDXXID3183,CUSTIDXX-52855,C5P0C0X4,193,2019-10-25
REDDEDXXID3184,CUSTIDXX-19675,X7I80077,150,2020-05-01
REDDEDXXID3185,CUSTIDXX-89043,P0537U35,95,2022-03-09
REDDEDXXID3186,CUSTIDXX-63353,IPX84D1X,40,2022-10-29
REDDEDXXID3187,CUSTIDXX-9641,0D44N85X,132,2021-07-14
REDDEDXXID3188,CUSTIDXX-93470,1XU96N63,159,2021-06-14
REDDEDXXID3189,CUSTIDXX-9215,755U023D,29,2022-05-28
REDDEDXXID3190,CUSTIDXX-70,8CX539IX,97,2020-08-01
REDDEDXXID3191,CUSTIDXX-82083,N63X500U,68,2018-08-30
REDDEDXXID3192,CUSTIDXX-18717,X7092PU9,14,2018-04-18
REDDEDXXID3193,CUSTIDXX-74078,9N77D8IP,139,2024-01-28
REDDEDXXID3194,CUSTIDXX-26392,7NC01D19,31,2019-05-04
REDDEDXXID3195,CUSTIDXX-72118,03I9N549,172,2018-05-16
REDDEDXXID3196,CUSTIDXX-28996,844ND20I,5,2019-12-01
REDDEDXXID3197,CUSTIDXX-27967,PII7985I,92,2021-07-06
REDDEDXXID3198,CUSTIDXX-96959,XPIPX8XP,147,2022-01-02
REDDEDXXID3199,CUSTIDXX-82888,54NXC4U7,93,2023-02-03
REDDEDXXID3200,CUSTIDXX-56458,U4X42C31,123,2018-06-29
REDDEDXXID3201,CUSTIDXX-40704,IDD77CCC,37,2023-11-12
REDDEDXXID3202,CUSTIDXX-1393,9XDI8P19,164,2022-09-21
REDDEDXXID3203,CUSTIDXX-45071,X0787I12,26,2022-04-23
REDDEDXXID3204,CUSTIDXX-20695,C0X6XPIP,171,2024-01-26
REDDEDXXID3205,CUSTIDXX-84284,0XNU30PD,99,2020-03-28
REDDEDXXID3206,CUSTIDXX-82472,NI64U5P1,182,2018-11-06
REDDEDXXID3207,CUSTIDXX-71181,76871823,105,2021-12-06
REDDEDXXID3208,CUSTIDXX-50316,X001N65N,93,2021-05-01
REDDEDXXID3209,CUSTIDXX-46105,34P3C615,166,2021-08-09
REDDEDXXID3210,CUSTIDXX-73054,XD3N5PXX,126,2024-02-27
REDDEDXXID3211,CUSTIDXX-96782,ID4ICU3N,155,2022-01-14
REDDEDXXID3212,CUSTIDXX-25110,540N2P8U,10,2019-01-28
REDDEDXXID3213,CUSTIDXX-62304,4787IPCN,184,2020-05-13
REDDEDXXID3214,CUSTIDXX-81633,3XDU4275,164,2021-08-24
REDDEDXXID3215,CUSTIDXX-46281,57D3IC6C,93,2019-04-23
REDDEDXXID3216,CUSTIDXX-73534,3C75X8N8,196,2023-09-05
REDDEDXXID3217,CUSTIDXX-96537,35XDI186,28,2021-03-28
REDDEDXXID3218,CUSTIDXX-70596,37I52PU9,94,2019-07-28
REDDEDXXID3219,CUSTIDXX-44533,62UP944U,22,2022-04-20
REDDEDXXID3220,CUSTIDXX-23589,XIP38I4C,30,2022-10-06
REDDEDXXID3221,CUSTIDXX-22315,5XXIPU9U,41,2024-02-16
REDDEDXXID3222,CUSTIDXX-54925,3818P07X,123,2021-10-25
REDDEDXXID3223,CUSTIDXX-77129,IX7NU449,115,2020-07-28
REDDEDXXID3224,CUSTIDXX-54212,UX62DPC1,190,2018-06-27
REDDEDXXID3225,CUSTIDXX-39215,67I1XP2N,133,2020-09-28
REDDEDXXID3226,CUSTIDXX-84894,141P3795,149,2020-02-17
REDDEDXXID3227,CUSTIDXX-53761,C25NXCX1,161,2020-10-30
REDDEDXXID3228,CUSTIDXX-89116,583IDP7N,140,2019-12-25
REDDEDXXID3229,CUSTIDXX-83220,1I6XNU9I,100,2022-02-24
REDDEDXXID3230,CUSTIDXX-48753,DNI4200D,43,2021-06-06
REDDEDXXID3231,CUSTIDXX-96171,U3X4C239,161,2018-04-29
REDDEDXXID3232,CUSTIDXX-79099,0X32XNP0,153,2018-07-27
REDDEDXXID3233,CUSTIDXX-22176,64787X2D,12,2022-12-01
REDDEDXXID3234,CUSTIDXX-65818,NI10286D,126,2019-06-03
REDDEDXXID3235,CUSTIDXX-44647,P6DDIP91,104,2023-02-03
REDDEDXXID3236,CUSTIDXX-45553,XPCU5NN3,111,2020-09-02
REDDEDXXID3237,CUSTIDXX-53597,XPD41C5C,24,2018-12-03
REDDEDXXID3238,CUSTIDXX-4836,U51N76I1,94,2020-07-01
REDDEDXXID3239,CUSTIDXX-83205,N002PIX7,15,2018-10-14
REDDEDXXID3240,CUSTIDXX-63556,UPDXC3U1,168,2023-10-17
